"country","day_in_year","trousers","skirts","blouses","sale","avg_price","last_product_price","cluster"
"29",145,4,0,0,0,41.5,62,1
"29",207,3,0,0,0,47.6666666666667,72,2
"29",213,5,1,0,0,51.5,52,2
"29",182,0,0,0,1,43,43,2
"29",178,0,0,0,1,38,38,2
"29",195,0,0,0,1,48,48,2
"29",154,4,5,8,3,46.15,38,2
"29",140,0,0,0,2,38,38,1
"29",171,0,2,1,0,44,28,2
"29",220,6,1,0,0,51,52,2
"29",217,0,0,0,4,39.25,38,2
"29",218,0,0,0,2,40.5,43,2
"9",98,2,0,1,0,51,48,3
"24",109,7,5,2,5,45.1578947368421,62,1
"9",176,8,1,1,0,46.6,43,3
"29",214,3,0,1,0,47.75,48,2
"29",199,1,5,6,0,41.1666666666667,38,2
"29",111,0,1,0,0,57,57,1
"29",176,0,1,2,0,37.6666666666667,28,2
"9",105,8,0,7,0,42.4666666666667,23,3
"29",216,4,0,0,0,50.25,38,2
"29",225,0,0,1,0,43,43,2
"29",192,0,0,1,0,48,48,2
"29",159,5,0,0,0,45.8,38,2
"29",175,3,0,0,0,43,43,2
"29",151,0,5,0,0,56,57,1
"29",130,0,6,0,4,45.1,57,1
"29",155,0,14,0,5,47.5263157894737,57,2
"29",157,0,3,0,0,49,38,2
"29",99,0,0,8,12,39.85,43,1
"9",159,1,0,0,0,33,33,3
"29",180,1,3,2,0,45.1666666666667,43,2
"29",192,1,0,0,0,43,43,2
"29",123,0,1,0,0,62,62,1
"29",175,0,1,0,0,57,57,2
"9",131,0,1,1,0,54.5,52,3
"29",97,0,1,0,0,67,67,1
"29",140,0,0,3,20,36.4782608695652,38,1
"29",184,1,0,3,0,35.75,20,2
"29",161,0,0,1,0,23,23,2
"46",214,4,2,0,0,51.5,43,2
"29",132,5,1,1,0,55.2857142857143,38,1
"34",164,0,3,1,0,42.5,38,2
"46",147,3,0,0,0,36.3333333333333,38,3
"29",94,0,0,2,0,43,43,1
"29",119,2,3,6,3,40.2857142857143,57,1
"29",147,0,3,0,0,50.6666666666667,38,1
"24",156,0,11,0,2,50.0769230769231,52,3
"29",150,2,1,0,0,55.6666666666667,67,1
"29",213,12,1,4,3,49.55,33,2
"29",196,0,0,7,3,39.5,28,2
"29",167,1,0,1,0,55,62,2
"29",210,0,2,0,0,47.5,38,2
"29",97,0,0,0,1,65,65,1
"29",127,0,2,0,0,52.5,43,1
"29",215,1,1,0,0,52.5,67,2
"9",95,0,8,0,0,50.5,57,3
"29",98,6,1,6,2,44,38,1
"29",98,0,1,0,0,62,62,1
"29",198,1,0,0,0,38,38,2
"29",212,0,5,0,0,62,67,2
"46",145,2,2,0,0,52.25,52,3
"9",165,0,10,0,0,43.3,38,3
"29",147,2,0,0,0,50,38,1
"46",99,1,0,0,0,62,62,1
"29",135,6,0,0,1,53.1428571428571,48,1
"29",107,1,0,0,0,33,33,1
"29",194,0,0,1,1,40.5,38,2
"29",162,1,2,0,0,50.6666666666667,38,2
"29",214,0,0,1,4,42,48,2
"29",216,2,0,4,0,40.3333333333333,48,2
"29",175,0,0,0,2,38,48,2
"29",212,16,0,0,0,45.0625,38,2
"29",102,1,0,0,0,38,38,1
"29",135,0,0,3,0,39.6666666666667,23,1
"46",199,1,0,0,0,43,43,2
"29",223,6,12,43,28,41.8876404494382,43,2
"29",118,0,1,0,4,38,38,1
"29",182,0,0,0,15,37,33,2
"29",173,9,0,3,0,49.8333333333333,43,2
"29",119,4,0,1,0,35,33,1
"29",129,1,0,1,0,45.5,48,1
"9",101,0,3,1,0,53.5,48,3
"29",175,2,0,0,2,52.5,33,2
"29",180,0,0,0,1,38,38,2
"29",225,0,0,0,1,43,43,2
"29",178,0,0,4,2,36.3333333333333,23,2
"29",112,50,9,6,24,45.0561797752809,72,1
"29",173,3,0,2,0,45.6,20,2
"29",99,0,0,1,0,28,28,1
"46",156,0,0,1,0,48,48,3
"29",167,1,2,3,0,49.1666666666667,57,2
"29",149,2,0,1,1,35.5,28,1
"29",141,2,0,0,0,33,28,1
"29",171,6,0,4,5,40,38,2
"9",176,5,0,0,0,40.8,28,3
"24",100,1,0,0,0,38,38,1
"29",225,3,3,0,0,51.1666666666667,33,2
"9",172,1,1,3,0,39.8,28,3
"29",113,0,0,0,2,38,38,1
"29",142,0,2,0,0,50,57,1
"29",206,0,0,2,2,39.25,38,2
"29",95,11,0,4,0,42.7333333333333,43,1
"9",207,0,0,1,0,48,48,3
"24",94,1,0,0,0,38,38,1
"29",164,3,0,0,1,45.25,38,2
"46",93,0,1,0,0,52,52,1
"29",94,0,0,2,1,43,38,1
"29",111,6,3,9,5,42.6521739130435,57,1
"46",92,0,0,1,2,38,43,1
"29",101,6,9,1,1,49.1176470588235,55,1
"29",101,5,0,1,5,39.7272727272727,28,1
"9",161,0,0,3,0,43,57,3
"29",206,2,5,3,1,47.9090909090909,52,2
"24",168,2,0,0,0,52.5,43,2
"24",212,0,0,1,1,45.5,48,2
"29",101,6,0,1,4,41.9090909090909,38,1
"29",178,2,2,2,0,40.5,43,2
"9",98,1,1,2,0,40.5,38,3
"46",180,3,0,1,0,36.75,28,2
"29",196,1,0,0,0,82,82,2
"29",120,0,0,0,3,39.6666666666667,43,1
"29",92,1,1,0,0,47.5,52,1
"29",164,4,0,0,0,46.5,38,2
"29",119,3,0,0,0,43,43,1
"29",93,2,0,5,6,38,43,1
"29",95,0,0,0,1,28,28,1
"29",93,1,0,0,2,36.3333333333333,28,1
"29",172,0,0,4,0,40.5,57,2
"29",218,2,0,0,0,60,38,2
"29",220,6,7,0,8,44.0952380952381,38,2
"29",224,0,0,28,0,42.1428571428571,48,2
"29",132,1,0,0,0,33,33,1
"29",147,0,0,0,5,39,43,1
"29",187,0,4,0,3,40.5714285714286,33,2
"29",139,1,2,3,0,50.8333333333333,57,1
"24",148,0,0,2,0,48,48,3
"29",194,0,0,2,4,36,33,2
"29",171,3,3,0,3,40.5555555555556,28,2
"29",162,1,0,1,1,39.6666666666667,48,2
"29",108,0,0,1,0,28,28,1
"24",201,1,1,2,0,55,48,2
"29",216,6,3,0,0,42.6666666666667,52,2
"29",191,1,0,0,0,82,82,2
"29",218,1,0,0,0,28,28,2
"29",111,0,3,2,1,50.1666666666667,48,1
"29",151,0,0,1,0,48,48,1
"29",175,0,1,0,0,38,38,2
"38",203,8,14,0,0,57,62,2
"29",131,0,1,0,0,62,62,1
"29",104,1,9,5,2,52.9411764705882,43,1
"29",218,5,0,0,0,63.2,62,2
"29",184,0,1,0,1,45,52,2
"29",146,7,0,21,13,41.1707317073171,48,1
"29",196,4,11,0,4,46.8947368421053,38,2
"29",186,0,0,2,0,48,48,2
"9",191,1,6,2,0,53,52,3
"29",95,0,0,0,1,43,43,1
"29",117,1,2,2,0,49.4,57,1
"29",191,4,0,0,0,52.5,62,2
"46",117,0,0,1,0,43,43,1
"9",198,5,0,2,0,47,48,3
"29",204,11,4,0,2,45.9411764705882,38,2
"29",164,0,0,0,3,31.3333333333333,28,2
"9",114,3,1,6,0,38.4,57,3
"9",92,1,0,0,0,43,43,3
"24",134,0,0,1,1,33,33,3
"29",223,0,0,0,2,38,38,2
"24",99,1,0,0,0,38,38,1
"29",158,1,1,0,0,42.5,33,2
"46",113,1,0,0,0,43,43,1
"29",169,0,0,3,4,35.8571428571429,33,2
"29",120,6,0,0,0,54.8333333333333,62,1
"29",160,0,3,0,0,49.3333333333333,38,2
"9",101,0,0,1,0,57,57,3
"29",106,0,0,12,3,35.6666666666667,28,1
"29",199,0,0,0,3,38,43,2
"29",158,5,0,0,0,43.8,38,2
"24",116,0,3,4,2,41.7777777777778,28,1
"29",205,0,1,0,0,52,52,2
"29",137,6,0,0,0,43.6666666666667,43,1
"29",116,0,1,0,2,38,33,1
"29",200,3,0,2,1,43,38,2
"21",176,0,0,0,3,36.3333333333333,43,2
"29",141,3,2,0,0,34,43,1
"29",129,2,0,1,0,34.6666666666667,38,1
"29",133,4,0,0,0,31.75,28,1
"29",164,5,0,0,10,35,23,2
"9",120,6,0,0,0,43.1666666666667,62,3
"29",192,0,0,5,1,37.1666666666667,38,2
"29",126,0,0,3,0,39.6666666666667,48,1
"9",133,0,6,0,0,50,38,3
"29",209,6,0,0,0,42,38,2
"29",104,6,0,5,0,40.6363636363636,20,1
"29",98,1,0,0,0,62,62,1
"29",120,1,1,5,0,39.2857142857143,57,1
"29",191,0,0,4,0,36.75,43,2
"29",121,0,3,5,2,45.5,57,1
"29",204,0,1,1,0,47.5,52,2
"29",94,1,2,2,1,44.5,48,1
"29",142,1,0,6,0,44.1428571428571,38,1
"29",96,0,0,1,0,28,28,1
"29",154,3,0,4,0,39.7142857142857,20,2
"29",178,7,4,8,0,42.5789473684211,33,2
"29",162,0,1,0,0,62,62,2
"9",158,3,3,2,0,47.125,48,3
"29",139,0,0,0,18,35.0555555555556,23,1
"29",212,6,0,0,18,38.9583333333333,33,2
"29",147,0,0,0,2,30.5,33,1
"29",171,2,0,0,0,61,60,2
"9",136,4,1,1,0,43.5,43,3
"29",110,6,16,11,0,44.9090909090909,52,1
"29",159,0,4,0,0,58.5,67,2
"29",114,0,10,0,0,49,57,1
"29",107,0,4,0,8,39.8333333333333,62,1
"46",120,0,0,1,0,38,38,1
"29",218,0,0,0,9,38,38,2
"29",170,0,7,0,0,48.8571428571429,57,2
"29",195,2,0,1,0,41.3333333333333,38,2
"9",214,11,0,0,0,53.7272727272727,43,3
"29",142,2,4,9,0,43.9333333333333,28,1
"9",118,6,1,7,0,45.7142857142857,43,3
"9",141,21,5,13,0,44.0769230769231,62,3
"9",103,0,0,4,0,38,28,3
"46",146,0,0,1,0,28,28,3
"29",207,0,0,0,1,33,33,2
"29",225,0,2,0,0,62,57,2
"29",154,0,0,3,1,41.75,48,2
"29",147,0,15,2,0,48.7058823529412,33,1
"29",115,10,1,3,9,41.0869565217391,43,1
"46",163,2,3,1,0,49.1666666666667,67,3
"29",105,0,1,2,0,38.6666666666667,28,1
"46",106,0,1,0,0,52,52,1
"9",141,1,0,0,0,43,43,3
"29",158,3,0,0,0,44.3333333333333,62,2
"29",189,1,0,0,0,43,43,2
"29",96,0,2,0,0,50,62,1
"29",94,0,8,0,1,51.3333333333333,28,1
"9",108,1,0,0,0,33,33,3
"29",106,2,0,1,2,44.8,33,1
"29",119,2,0,0,0,60,38,1
"29",175,6,0,0,0,58.1666666666667,82,2
"29",183,7,2,2,0,41.9090909090909,52,2
"29",99,0,8,11,2,44.9523809523809,48,1
"29",125,2,0,0,1,41,28,1
"29",206,2,1,3,2,48.5,77,2
"29",168,1,0,0,0,38,38,2
"29",98,1,0,2,0,42.6666666666667,38,1
"29",155,0,0,1,7,36.75,48,2
"44",101,1,0,1,0,35.5,28,1
"29",169,0,6,0,0,54,57,2
"29",123,0,2,1,0,41,28,1
"29",147,3,3,1,0,51.4285714285714,48,1
"46",120,0,0,1,0,33,33,1
"29",110,12,4,1,4,46.3333333333333,28,1
"29",153,1,3,1,0,45.6,43,2
"29",146,1,0,0,1,35.5,33,1
"29",135,0,0,3,0,54,57,1
"29",144,0,4,0,0,60.75,57,1
"29",201,0,0,3,0,46.6666666666667,33,2
"9",170,2,0,2,0,39,18,3
"29",110,0,4,2,7,46.6153846153846,48,1
"9",147,0,0,3,0,42.6666666666667,50,3
"29",225,0,2,5,10,40.9411764705882,33,2
"9",135,9,4,5,0,43.5555555555556,57,3
"29",128,1,0,0,0,38,38,1
"29",225,1,0,1,12,37.3571428571429,52,2
"29",113,0,0,0,1,28,28,1
"29",98,0,0,0,1,38,38,1
"29",126,1,0,2,1,44,23,1
"29",134,1,0,3,0,34.25,38,1
"29",193,1,6,7,0,46.7142857142857,52,2
"29",125,0,1,0,0,48,48,1
"29",178,2,1,0,3,42.8333333333333,33,2
"29",163,2,0,0,0,38,38,2
"9",117,6,0,0,0,50,38,3
"24",196,0,5,2,1,47.75,38,2
"29",188,1,0,0,0,28,28,2
"29",224,8,0,0,3,43.1818181818182,48,2
"29",147,0,0,3,0,46,57,1
"24",93,16,10,3,1,45.9333333333333,28,1
"29",177,1,0,0,0,43,43,2
"24",154,1,0,0,0,38,38,3
"9",123,8,0,4,0,44.6666666666667,28,3
"29",117,0,0,0,2,28,28,1
"9",106,6,2,0,0,58.5,57,3
"29",128,2,0,4,1,31.2857142857143,28,1
"29",202,2,2,0,1,50.4,38,2
"29",100,1,1,4,0,44.5,57,1
"29",114,0,3,5,4,39.0833333333333,33,1
"29",98,4,1,0,0,46.6,28,1
"29",104,0,0,0,1,28,28,1
"22",106,2,0,0,0,35.5,43,1
"29",203,2,0,3,0,37.2,20,2
"29",171,2,0,0,0,30.5,28,2
"21",121,1,0,6,2,47.5555555555556,28,1
"29",106,0,1,3,3,35.8571428571429,38,1
"29",198,9,0,3,2,42.2857142857143,48,2
"29",119,1,0,0,0,33,33,1
"29",194,1,2,1,2,48.5,52,2
"29",103,6,1,0,0,44.1428571428571,38,1
"29",221,0,2,0,0,47.5,57,2
"29",215,1,4,0,1,50,38,2
"29",149,0,0,0,1,33,33,1
"29",214,1,0,0,4,40,43,2
"29",132,1,2,0,4,38.4285714285714,33,1
"29",164,0,8,0,0,50.625,38,2
"29",225,0,1,0,0,43,43,2
"9",107,6,5,4,0,42.8,43,3
"29",126,0,2,0,0,45,52,1
"29",111,0,1,0,0,52,52,1
"9",92,1,0,0,0,43,43,3
"29",145,0,0,1,0,48,48,1
"29",167,0,2,6,11,35.8421052631579,52,2
"29",93,9,1,4,0,43.1428571428571,43,1
"29",169,0,10,5,2,45.4117647058824,33,2
"29",181,1,3,4,7,40.0666666666667,33,2
"29",211,2,4,0,0,50,57,2
"9",132,3,15,6,0,43.5,33,3
"9",163,3,3,3,0,42.7777777777778,43,3
"29",202,3,0,2,2,38.7142857142857,43,2
"22",135,12,1,1,0,48.4285714285714,48,3
"29",163,0,2,1,0,52.3333333333333,48,2
"29",110,0,1,0,0,57,57,1
"29",93,1,0,3,1,35.4,20,1
"29",184,1,0,0,0,33,33,2
"29",164,20,0,0,15,43.8285714285714,72,2
"29",158,0,2,0,2,36.5,38,2
"29",154,5,0,0,3,39.625,28,2
"29",216,1,0,0,0,28,28,2
"29",195,0,1,0,1,57.5,48,2
"29",161,2,3,4,2,38.9090909090909,38,2
"29",92,5,6,0,0,47.5454545454545,38,1
"29",204,1,7,3,7,45.8333333333333,38,2
"29",202,3,0,7,3,41,48,2
"46",204,1,2,0,0,49,52,2
"29",178,1,0,0,0,38,38,2
"29",171,5,0,10,6,41.1428571428571,62,2
"29",137,0,0,0,1,33,33,1
"29",161,2,1,4,2,49.6666666666667,33,2
"9",101,1,0,3,0,40.5,48,3
"29",200,2,0,1,3,50.5,43,2
"29",92,0,5,0,1,44.3333333333333,48,1
"29",190,0,0,0,17,35.0588235294118,38,2
"29",162,1,0,1,0,45.5,43,2
"29",191,0,4,0,7,43.1818181818182,33,2
"29",177,0,0,0,8,38.625,43,2
"29",162,2,3,1,0,47.6666666666667,38,2
"44",170,2,0,2,2,39.5,38,2
"29",196,0,0,0,1,38,38,2
"29",175,0,3,1,0,53.75,48,2
"15",155,0,1,2,0,34.6666666666667,48,3
"46",174,0,5,1,0,56.5,48,2
"29",222,1,3,0,1,46.6,62,2
"29",206,3,0,0,0,41.3333333333333,43,2
"29",181,0,0,0,1,33,33,2
"29",157,0,0,1,0,48,48,2
"9",176,1,0,1,0,35.5,33,3
"29",192,0,0,1,0,28,28,2
"9",92,7,5,3,0,51.8,62,3
"9",124,21,1,3,0,46.4,57,3
"29",224,0,0,0,4,38,43,2
"29",100,1,0,1,5,33.7142857142857,33,1
"29",130,0,0,0,2,38,38,1
"29",148,6,0,0,0,39.6666666666667,43,1
"29",176,0,1,0,0,62,62,2
"29",154,0,1,0,0,52,52,2
"29",147,2,1,4,5,42.8333333333333,57,1
"29",182,0,1,1,1,47.6666666666667,48,2
"29",214,11,3,6,9,43.1034482758621,20,2
"29",112,3,0,0,0,43,43,1
"29",112,1,0,1,0,45.5,48,1
"29",109,2,2,0,0,44,38,1
"29",108,0,0,0,2,30.5,33,1
"29",183,2,0,0,2,38,38,2
"29",95,1,2,0,0,58.6666666666667,57,1
"29",114,1,0,0,0,38,38,1
"9",127,4,7,11,0,43.8181818181818,57,3
"29",92,0,3,0,3,50,43,1
"19",115,0,0,0,4,41.75,43,1
"29",154,2,3,2,0,41.4285714285714,38,2
"29",201,1,5,2,0,50.625,48,2
"29",203,0,0,1,0,28,28,2
"29",92,0,0,0,1,28,28,1
"46",169,0,5,0,1,43.6666666666667,38,2
"29",140,6,3,2,0,52,57,1
"29",204,1,0,0,3,36.75,38,2
"29",173,6,0,0,8,41.7142857142857,33,2
"29",126,0,3,4,8,39.9333333333333,20,1
"29",205,0,1,0,2,38,48,2
"29",158,1,1,1,3,43,38,2
"29",182,0,5,12,11,39.6785714285714,43,2
"29",216,1,0,2,7,42.9,48,2
"29",142,0,3,0,0,47.3333333333333,38,1
"29",171,4,4,0,0,42.25,38,2
"29",208,1,0,0,4,36,38,2
"29",127,3,8,0,0,52.7272727272727,57,1
"29",145,10,6,15,8,42.2820512820513,48,1
"29",144,0,0,3,0,34.6666666666667,28,1
"29",211,0,9,0,3,44.25,28,2
"29",105,0,0,4,0,31.75,43,1
"29",192,3,0,0,0,41,62,2
"29",93,13,0,19,1,39.4848484848485,38,1
"29",130,2,0,2,7,39,48,1
"29",225,2,1,6,0,37.6666666666667,43,2
"29",191,0,0,0,3,41.3333333333333,48,2
"29",93,0,1,0,0,67,67,1
"29",98,0,3,0,0,47.6666666666667,38,1
"29",212,1,0,0,0,28,28,2
"29",112,0,0,0,1,33,33,1
"29",205,1,6,4,0,46.0909090909091,52,2
"29",123,5,0,3,2,37,33,1
"29",175,1,1,0,4,31.3333333333333,23,2
"9",127,2,3,0,0,40.8,38,3
"29",140,0,2,0,0,54.5,52,1
"29",171,2,0,0,0,43,43,2
"29",115,1,0,0,0,62,62,1
"29",161,1,6,0,0,54.2857142857143,57,2
"29",217,0,5,4,0,40,57,2
"9",143,3,0,2,0,60,60,3
"29",176,0,1,0,0,57,57,2
"29",119,3,8,1,0,46,43,1
"9",169,15,0,4,0,49.7368421052632,38,3
"29",92,0,0,0,2,30.5,33,1
"29",211,0,0,0,1,48,48,2
"29",162,0,5,0,0,50.4,57,2
"29",119,2,0,0,0,52.5,62,1
"29",154,3,6,6,5,44.25,57,2
"29",101,0,4,0,2,46,43,1
"29",111,0,0,3,5,36.75,28,1
"29",211,1,0,1,2,36.5,28,2
"29",168,2,0,4,2,39.125,48,2
"41",193,4,0,2,2,44,38,2
"29",114,0,1,1,1,42.6666666666667,62,1
"29",154,0,6,0,0,46,38,2
"29",220,0,0,0,4,40.5,38,2
"29",181,9,6,12,6,46.6969696969697,57,2
"29",210,0,3,0,0,54,67,2
"29",102,10,0,4,11,38.76,43,1
"29",93,0,2,0,2,45,38,1
"29",115,2,1,0,5,36.125,43,1
"29",197,1,0,0,2,41.3333333333333,48,2
"29",118,0,0,1,0,28,28,1
"29",131,0,0,7,1,42,48,1
